4.885452206251608348e-08 -1.459384632853433271e-03
2.734819358628082231e-02 -2.090311165553192241e-02
5.861272009129248062e-02 -4.073313519814095868e-02
9.821404965146379729e-02 -6.350728039758302135e-02
1.002166950915696630e-01 -6.450390614063869488e-02
1.130103344398025456e-01 -7.098244768883330003e-02
1.319032727194163201e-01 -8.082909011051282733e-02
1.688435054273337566e-01 -1.006268487349642332e-01
2.123238320822829761e-01 -1.240710784991512494e-01
2.320423565285596734e-01 -1.345235954468914918e-01
2.461851091992096896e-01 -1.418904650778517185e-01
2.607264732172087651e-01 -1.493194582015254512e-01
2.722512679764244603e-01 -1.550830475996374802e-01
2.848033423543331333e-01 -1.612160884416400375e-01
3.051386057931513851e-01 -1.707815393521277536e-01
3.156156200959036040e-01 -1.755054613649044137e-01
3.334456142542557289e-01 -1.831770297326013042e-01
3.424755259669233221e-01 -1.868661865360828900e-01
3.587445080239083373e-01 -1.931384775424187239e-01
3.666474181534245536e-01 -1.959951767576673942e-01
3.741748029410421061e-01 -1.985901365965578313e-01
3.813287606521901796e-01 -2.009351379212147570e-01
3.884339824097246541e-01 -2.031399405333812469e-01
3.951675072507628839e-01 -2.051082089436265521e-01
4.018502893553440591e-01 -2.069380119861764511e-01
4.081648365254704758e-01 -2.085471584648014021e-01
4.144278783536969879e-01 -2.100214396547154250e-01
4.203276264284578900e-01 -2.112929677762401259e-01
4.218717775454145502e-01 -2.116061858523441974e-01
4.413872012132230571e-01 -2.140098257355734779e-01
4.614282825536806243e-01 -2.145572153455499731e-01
4.636580690631554869e-01 -2.144946803187547657e-01
4.682272719151852614e-01 -2.142769652003713998e-01
4.772802652859343131e-01 -2.134867250607474787e-01
4.862223442675499552e-01 -2.122319695738384970e-01
4.951825212885707650e-01 -2.104953210624228299e-01
5.041599268029680614e-01 -2.082679880524760663e-01
5.130314577788837038e-01 -2.055823020523476208e-01
5.175505189390461336e-01 -2.040275106699864227e-01
5.263895505759712545e-01 -2.006195122535675834e-01
5.309513485964422186e-01 -1.986697783506359283e-01
5.397602011036277680e-01 -1.945353356613863938e-01
5.443641631240021539e-01 -1.921801869186073874e-01
5.532624104822977396e-01 -1.872495025094904619e-01
5.579078825468497538e-01 -1.844768757828647576e-01
5.670092450077440782e-01 -1.786504038902813896e-01
5.763576823022809048e-01 -1.721236637722730334e-01
5.809960207802303822e-01 -1.686824051273578262e-01
5.820110937838902654e-01 -1.679114300643920199e-01
6.015265174517008262e-01 -1.519014743034698134e-01
6.210751284914173276e-01 -1.337883254036710545e-01
6.411944799892910218e-01 -1.129811690258942097e-01
6.442003519451684479e-01 -1.095985309657633855e-01
6.542500660810509627e-01 -9.810572786526020050e-02
6.651752329894490279e-01 -8.527241632416855677e-02
6.746810231058628649e-01 -7.379647250720211549e-02
6.850101304698312799e-01 -6.097318161290353478e-02
6.939932117367336728e-01 -4.949831019613445959e-02
7.037499706285774703e-01 -3.666739578489712492e-02
7.122315582159263192e-01 -2.517780988498695416e-02
7.214396797079509760e-01 -1.232162779307837200e-02
7.294409887857036257e-01 -8.015405266879715562e-04
7.381241839502146185e-01 1.209755340962301133e-02
7.456664296883284138e-01 2.366392892583322680e-02
7.538484095976312194e-01 3.662357887027865161e-02
7.609528071660639492e-01 4.825202951964670944e-02
7.686572828924639333e-01 6.128987963595906863e-02
7.753450474611728316e-01 7.299619230182455287e-02
7.825957300769755820e-01 8.612988675373477176e-02
7.888880768159182155e-01 9.792984831943660207e-02
7.957086773934288759e-01 1.111770312706771707e-01
8.016268214725628116e-01 1.230864286195540308e-01
8.083729080492157992e-01 1.371709373093129847e-01
8.139285622704501844e-01 1.492092610849951595e-01
8.202613726379511805e-01 1.634552574025542049e-01
8.254769471615268639e-01 1.756391837186913607e-01
8.317148753299307140e-01 1.907903782974819662e-01
8.366045056777828837e-01 2.031412006208011545e-01
8.427278560133029117e-01 2.192444169104410534e-01
8.473075438565762507e-01 2.317848173687034885e-01
8.533018374190876054e-01 2.488926621574914511e-01
8.575894996873253406e-01 2.616467480832042058e-01
8.634459884324690027e-01 2.798179941322763709e-01
8.676944044083902963e-01 2.935788907457423935e-01
8.731777018479696117e-01 3.121113140320379009e-01
8.773797320386059750e-01 3.269383572584041997e-01
8.827336918042255620e-01 3.466659769125200463e-01
8.868828995225905842e-01 3.626336032938108356e-01
8.921124794364546640e-01 3.836482082187984144e-01
8.962113207024240413e-01 4.008412745050235482e-01
9.015191279082130915e-01 4.240830940284790462e-01
9.055759551617056369e-01 4.426085913715118170e-01
9.111440855504452374e-01 4.691230156992585165e-01
9.153520562243201431e-01 4.899921002611939969e-01
9.211878782088241957e-01 5.200882075906526625e-01
9.257398834224469519e-01 5.444487403829604277e-01
9.322276521784673697e-01 5.803868906454621168e-01
9.375095817592431491e-01 6.105638290243819988e-01
9.417971678313998840e-01 6.355575214938918860e-01
9.439453992586371855e-01 6.482183413842407260e-01
9.449387119691587955e-01 6.540992791788728944e-01
9.452701257485155439e-01 6.560648925997395464e-01
9.647855494163262158e-01 7.793802442428211519e-01
9.960500589282192951e-01 9.872092223904558317e-01
