-1.069659939599085355e-08 3.705743870751944564e-03
1.561823152627781451e-02 3.148960916188815740e-02
3.339525397858070926e-02 5.974528817762348593e-02
3.862494636944116544e-02 6.770647418167101417e-02
4.200169491542683070e-02 7.260146253845448094e-02
4.746351121642038845e-02 8.014009646798435360e-02
5.098506890416960868e-02 8.476706266507226528e-02
5.637053312145261924e-02 9.151171738874402939e-02
6.002880970549846068e-02 9.587712279400180393e-02
6.561683006678024899e-02 1.022278248074460633e-01
6.909048439498849392e-02 1.059917598635225083e-01
7.519399471758005105e-02 1.122830469824829536e-01
7.845845597168542296e-02 1.154869958708472505e-01
8.475852583944000485e-02 1.213698375411155078e-01
8.812513012118387834e-02 1.243579785416774469e-01
9.427203721300546346e-02 1.295479913761872492e-01
9.773477751450554418e-02 1.323261784921749840e-01
1.040525323250558604e-01 1.371368705193113102e-01
1.072518395738191743e-01 1.394502896672143444e-01
1.104777973875198382e-01 1.417022308553095300e-01
1.137301787681187087e-01 1.438925490465733648e-01
1.170087567175756710e-01 1.460210992039824573e-01
1.203133042378505546e-01 1.480877362905133332e-01
1.266252797318974943e-01 1.518219478356223340e-01
1.300035753443080366e-01 1.537089102254725059e-01
1.364530635847633622e-01 1.571025930462112974e-01
1.395186522973507204e-01 1.586222094943727234e-01
1.429905292287145246e-01 1.602723862733399229e-01
1.488307214665434142e-01 1.628825536786397410e-01
1.523667052978410485e-01 1.643643414294014005e-01
1.583123971953225018e-01 1.666930009757011943e-01
1.615099021209232821e-01 1.678626976227026169e-01
1.647256145078956902e-01 1.689819982701326329e-01
1.708035949919089747e-01 1.709444993820461167e-01
1.740707657666632491e-01 1.719183441156316994e-01
1.802439953166214692e-01 1.736073260415006148e-01
1.835613067072684179e-01 1.744348728904831780e-01
1.894077279798084823e-01 1.757600987281736360e-01
1.927717668837974629e-01 1.764469206147086799e-01
1.986989063398551247e-01 1.775252037140210570e-01
2.021084670830947672e-01 1.780705302905714882e-01
2.076836001851557478e-01 1.788464940981966123e-01
2.111354888785653416e-01 1.792560383501067001e-01
2.167785123209390319e-01 1.798107855802904831e-01
2.202716304061014263e-01 1.800838455999900500e-01
2.259807590313598069e-01 1.804162356529312172e-01
2.295140079498588226e-01 1.805521095328501691e-01
2.352874566005745682e-01 1.806610018087472513e-01
2.388597377939926936e-01 1.806589876413156603e-01
2.446957213127387842e-01 1.805432415403672997e-01
2.483059362226591738e-01 1.804026374180149883e-01
2.542026694520083119e-01 1.800611123404198821e-01
2.578497195200137315e-01 1.797812163555768394e-01
2.638054173025375926e-01 1.792127717015335187e-01
2.674882039702122238e-01 1.787928819466296504e-01
2.739650479647172676e-01 1.779292417124209158e-01
2.776840947024953321e-01 1.773619389778147426e-01
2.842233388548527362e-01 1.762396519750318580e-01
2.879774399886442793e-01 1.755241659131860921e-01
2.945769743691959430e-01 1.741418840336388107e-01
2.983649242249105660e-01 1.732774442970163309e-01
3.054995747638200587e-01 1.715100333923691434e-01
3.093216227950542629e-01 1.704890456923425224e-01
3.170002134593064014e-01 1.682830219462593258e-01
3.247237340727447408e-01 1.658575879778885764e-01
3.286019445404611550e-01 1.645623375000025423e-01
3.324909092115375664e-01 1.632119288741331609e-01
3.363904686579953229e-01 1.618062602361432789e-01
3.403004634518548843e-01 1.603452297218956879e-01
3.447114825896218093e-01 1.586352688178649661e-01
3.525847008373462765e-01 1.554215631720528012e-01
3.570306552152362478e-01 1.535158515589687966e-01
3.654615298360076592e-01 1.497230386533769386e-01
3.699419588426285932e-01 1.476125591479822974e-01
3.744338799895014502e-01 1.454309164326612058e-01
3.834512907118419744e-01 1.408535612241454960e-01
